timestamp,PM2.5,PM10,NO2,SO2,CO,Temperature_in_°C,Wind_Speed_in_Kmph,Rel_Humidity,Dew_Point_in_°C,Atmospheric_Pressure_in_mb
2015-06-01,120.83333333333333,224.75,81.45833333333333,15.625,33.583333333333336,31.338541666666668,13.770833333333334,0.3182552083333334,11.872395833333334,1002.9817708333334
2015-06-02,97.91666666666667,120.83333333333333,83.29166666666667,10.875,34.875,32.088541666666664,10.901041666666666,0.33432291666666664,12.796875,1004.8489583333334
2015-06-03,146.0,136.70833333333334,109.5,8.1875,40.666666666666664,28.645833333333332,13.708333333333334,0.4872916666666667,16.489583333333332,1005.7083333333334
2015-06-04,210.41666666666666,163.45833333333334,81.75,6.666666666666667,37.895833333333336,31.127604166666668,9.677083333333334,0.451640625,16.8359375,1006.0677083333334
2015-06-05,275.5,233.8,146.7,5.7,48.0,33.761393229166664,9.375651041666666,0.3417333984375,15.009765625,1005.6251627604166
2015-06-06,106.20833333333333,196.41666666666666,77.58333333333333,26.416666666666668,56.125,34.770833333333336,10.458333333333334,0.33270833333333333,15.052083333333334,1003.6354166666666
2015-06-07,197.16666666666666,203.29166666666666,108.33333333333333,7.666666666666667,41.604166666666664,36.302083333333336,8.666666666666666,0.2864583333333333,14.40625,1001.75
2015-06-08,261.1304347826087,237.7391304347826,139.82608695652175,9.081542886144476,42.380434782608695,37.6875,8.604166666666666,0.27520833333333333,14.1875,1001.1979166666666
2015-06-09,134.25,205.625,53.25,13.625,28.75,37.416666666666664,14.395833333333334,0.23802083333333335,13.114583333333334,1001.4166666666666
2015-06-10,144.95833333333334,193.33333333333334,44.755208333333336,8.791666666666666,31.291666666666668,36.885416666666664,16.25,0.3446354166666667,18.203125,1001.796875
2015-06-11,201.5,305.7916666666667,40.125,6.669270833333333,36.541666666666664,36.239583333333336,15.697916666666666,0.338125,17.3125,1002.3541666666666
2015-06-12,172.66666666666666,198.375,45.666666666666664,4.791666666666667,36.791666666666664,36.083333333333336,16.057291666666668,0.366875,18.15625,1000.8229166666666
2015-06-13,139.58333333333334,167.70833333333334,64.41666666666667,5.0,36.416666666666664,32.0625,13.5,0.47552083333333334,18.572916666666668,1000.4583333333334
2015-06-14,121.33333333333333,101.16666666666667,87.29166666666667,5.333333333333333,38.666666666666664,27.354166666666668,9.106770833333334,0.7011979166666666,21.049479166666668,1001.5208333333334
2015-06-15,237.95833333333334,178.875,102.46875,10.036458333333334,36.916666666666664,30.958333333333332,7.333333333333333,0.6032291666666667,21.958333333333332,1001.4270833333334
2015-06-16,290.25,203.125,106.125,6.5,42.229166666666664,32.4375,7.53125,0.5589583333333333,21.981770833333332,1001.5755208333334
2015-06-17,262.2916666666667,169.75,67.125,8.723958333333334,57.833333333333336,33.328125,7.03125,0.5102083333333334,20.958333333333332,1000.0989583333334
2015-06-18,278.625,217.33333333333334,118.75,13.479166666666666,64.91666666666667,36.052083333333336,7.71875,0.4105208333333334,20.072916666666668,999.6145833333334
2015-06-19,277.125,210.54166666666666,120.65625,13.333333333333334,58.375,36.697916666666664,11.708333333333334,0.425,21.541666666666668,998.4895833333334
2015-06-20,147.3913043478261,172.04347826086956,75.82608695652173,8.86415158179665,58.17391304347826,33.822916666666664,16.208333333333332,0.4975,21.53125,999.3125
2015-06-21,82.46666666666667,110.13333333333334,107.2,11.933333333333334,55.06666666666667,30.46875,13.927083333333334,0.63640625,22.5,999.859375
2015-06-22,182.95454545454547,132.72727272727272,91.63636363636364,8.857976653696499,62.18181818181818,32.208333333333336,12.78125,0.5757291666666667,22.125,997.78125
2015-06-23,207.63636363636363,177.6818181818182,86.63636363636364,8.952113547930669,61.86363636363637,32.208333333333336,8.447916666666666,0.6107291666666667,23.072916666666668,996.75
2015-06-24,259.6666666666667,163.625,85.375,10.083333333333334,60.125,30.083333333333332,9.625,0.7356250000000001,24.583333333333332,997.3333333333334
2015-06-25,94.08695652173913,66.30434782608695,50.95652173913044,8.733716799187954,55.69565217391305,26.291666666666668,10.21875,0.8088541666666668,22.708333333333332,996.2083333333334
2015-06-26,173.0,129.125,67.83333333333333,8.479166666666666,59.0,30.782552083333332,12.920572916666666,0.6503385416666666,22.498697916666668,996.7421875
2015-06-27,137.79166666666666,129.79166666666666,37.0,5.104166666666667,55.708333333333336,32.25,13.104166666666666,0.5566666666666666,21.90625,998.65625
2015-06-28,152.33333333333334,137.45833333333334,41.916666666666664,7.833333333333333,54.833333333333336,34.380208333333336,12.03125,0.48260416666666667,21.447916666666668,1001.4010416666666
2015-06-29,136.08333333333334,129.66666666666666,62.416666666666664,5.625,57.541666666666664,31.53125,15.96875,0.5840625,22.229166666666668,1005.1770833333334
2015-06-30,74.79166666666667,92.58333333333333,59.583333333333336,11.708333333333334,54.208333333333336,30.78125,11.510416666666666,0.5871875,21.635416666666668,1004.4166666666666
2015-07-01,127.54166666666667,116.0,82.5,13.416666666666666,58.208333333333336,31.333333333333332,9.083333333333334,0.5885416666666666,22.020833333333332,1003.6458333333334
2015-07-02,118.33333333333333,117.20833333333333,47.75,5.875,55.916666666666664,33.208333333333336,9.791666666666666,0.4934375,20.71875,1003.3645833333334
2015-07-03,136.125,150.95833333333334,42.0,10.666666666666666,52.708333333333336,33.072916666666664,14.072916666666666,0.5255208333333333,21.296875,1002.046875
2015-07-04,136.8421052631579,159.52631578947367,27.05263157894737,10.947368421052632,53.63157894736842,32.697916666666664,14.21875,0.5770833333333333,22.958333333333332,1000.2083333333334
