,timestamp,PM2.5,Temperature_in_°C,Relative_Temp_in_°C,Wind_Speed_in_Kmph,Rel_Humidity,Dew_Point_in_°C,Atmospheric_Pressure_in_mb,Thunder,Few_clouds,Rain,Clear,Cloudy
1279,29-07-2015 23:30,98,28,33,9,0.84,25,1000,0,0,0,0,0
1280,30-07-2015 00:30,57,27,31,9,0.89,25,1000,0,1,0,0,0
1281,30-07-2015 01:30,37,27,31,9,0.89,25,1000,0,1,0,0,0
1282,30-07-2015 02:30,46,27,31,11,0.89,25,999,0,1,0,0,0
1283,30-07-2015 03:30,18,27,31,9,0.89,25,999,0,1,0,0,0
1284,30-07-2015 04:30,50,26,28,9,0.94,25,1000,0,0,0,0,0
1285,30-07-2015 05:30,47,26,28,11,0.94,25,1000,0,1,0,0,0
1286,30-07-2015 06:30,28,26,28,11,0.94,25,1000,0,0,0,0,0
1287,30-07-2015 07:30,48,27,31,11,0.89,25,1000,0,1,0,0,0
1288,30-07-2015 08:30,27,28,32,11,0.79,24,1001,0,0,0,0,0
1289,30-07-2015 09:30,26,29,34,11,0.74,24,1001,0,0,0,0,0
1290,30-07-2015 10:30,20,29,34,15,0.74,24,1001,0,0,0,0,0
1291,30-07-2015 12:30,12,28,33,17,0.84,25,1001,0,0,0,0,0
1292,30-07-2015 13:30,17,28,33,17,0.84,25,1001,0,0,0,0,0
1293,30-07-2015 14:30,46,29,35,13,0.79,25,1000,0,0,1,0,0
1294,30-07-2015 15:30,60,29,35,9,0.79,25,1000,0,0,0,0,0
1295,30-07-2015 16:30,48,30,35,13,0.7,24,999,0,0,0,0,0
1296,30-07-2015 17:30,31,30,35,15,0.7,24,999,0,0,0,0,0
1297,30-07-2015 18:30,35,30,34,15,0.66,23,999,0,0,0,0,0
1298,30-07-2015 19:30,8,29,33,9,0.7,23,999,0,0,0,0,0
1299,30-07-2015 20:30,9,28,32,19,0.79,24,1001,0,0,0,0,0
1300,30-07-2015 21:30,15,28,31,9,0.74,23,1001,0,0,0,0,0
1301,30-07-2015 22:30,37,28,31,7,0.74,23,1001,0,0,0,0,0
1302,30-07-2015 23:30,35,28,31,15,0.74,23,1001,0,0,0,0,0
1303,31-07-2015 00:30,61,28,31,13,0.74,23,1001,0,0,0,0,0
1304,31-07-2015 01:30,49,28,31,9,0.74,23,1001,0,0,0,0,0
1305,31-07-2015 02:30,16,28,31,15,0.74,23,1000,0,0,0,0,0
1306,31-07-2015 03:30,2,27,30,15,0.84,24,1000,0,0,0,0,0
1307,31-07-2015 04:30,7,25,25,11,1,25,1000,0,0,0,0,0
1308,31-07-2015 05:30,35,26,28,7,0.89,24,1000,0,0,0,0,0
1309,31-07-2015 06:30,69,27,30,6,0.84,24,1001,0,0,0,0,0
1310,31-07-2015 07:30,62,27,30,6,0.84,24,1001,0,0,0,0,0
1311,31-07-2015 08:30,62,28,33,6,0.84,25,1001,0,0,0,0,0
1312,31-07-2015 09:30,53,28,33,11,0.84,25,1001,0,0,0,0,0
1313,31-07-2015 10:30,12,29,34,11,0.74,24,1002,0,0,0,0,0
1314,31-07-2015 11:30,30,29,34,11,0.74,24,1002,0,0,0,0,0
1315,31-07-2015 12:30,38,30,35,6,0.7,24,1002,0,0,0,0,0
1316,31-07-2015 13:30,80,31,35,9,0.62,23,1002,1,0,0,0,0
1317,31-07-2015 14:30,99,31,35,7,0.62,23,1001,1,0,0,0,0
1318,31-07-2015 15:30,132,31,35,7,0.62,23,1000,1,0,0,0,0
1319,31-07-2015 16:30,92,31,35,11,0.62,23,1000,1,0,0,0,0
1320,31-07-2015 17:30,64,31,35,11,0.62,23,1000,1,0,0,0,0
1321,31-07-2015 18:30,46,30,34,9,0.66,23,1000,1,0,0,0,0
1322,31-07-2015 19:30,33,30,34.5,7,0.68,23.5,1000.5,0,0,0,0,0
1323,31-07-2015 20:30,62,30,36,11,0.75,25,1001,0,0,0,0,0
1324,31-07-2015 21:30,74,28,33,9,0.84,25,1002,0,0,0,0,0
1325,31-07-2015 22:30,58,28,32,13,0.79,24,1003,0,0,0,0,0
1326,31-07-2015 23:30,71,28,32,11,0.79,24,1003,0,0,0,0,0
1327,01-08-2015 00:30,23,27,30,9,0.84,24,1003,0,0,0,0,0
1328,01-08-2015 01:30,26,27,30,9,0.84,24,1002,0,0,0,0,0
1329,01-08-2015 02:30,39,27,30,9,0.84,24,1002,0,0,0,0,0
1330,01-08-2015 03:30,35,27,30,7,0.84,24,1002,0,0,0,0,0
1331,01-08-2015 04:30,37,27,30,7,0.84,24,1002,0,0,0,0,0
1332,01-08-2015 05:30,34,28,32,7,0.79,24,1003,0,0,0,0,0
1333,01-08-2015 06:30,26,28,32,9,0.79,24,1003,0,0,0,0,0
1334,01-08-2015 07:30,48,28,32,7,0.79,24,1004,0,0,0,0,0
1335,01-08-2015 08:30,84,28,32,6,0.79,24,1004,0,0,0,0,1
1336,01-08-2015 09:30,42,28,32,6,0.79,24,1005,0,0,0,0,1
1337,01-08-2015 10:30,27,29,33,11,0.7,23,1005,0,0,0,0,1
1338,01-08-2015 11:30,52,30,34,9,0.66,23,1005,0,0,0,0,1
1339,01-08-2015 12:30,56,30,35,6,0.7,24,1005,0,0,0,0,1
1340,01-08-2015 13:30,78,30.5,36,8,0.68,24,1004.5,0,0,0,0,1
1341,01-08-2015 14:30,76,29,34,15,0.74,24,1004,0,0,0,0,1
1342,01-08-2015 15:30,95,28,33,15,0.84,25,1004,0,0,0,0,1
1343,01-08-2015 16:30,147,30,36,3,0.75,25,1003,0,0,0,0,0
1344,01-08-2015 17:30,93,30,36,9,0.75,25,1002,0,0,0,0,0
1345,01-08-2015 18:30,58,27.5,31,13,0.845,24.5,1002.5,1,0,0,0,0
1346,01-08-2015 19:30,37,25,26,7,0.94,24,1003.5,1,0,0,0,0
1347,01-08-2015 20:30,177,26,28,3,0.89,24,1005,1,0,0,0,0
1348,01-08-2015 21:30,202,26,28,3,0.89,24,1005,0,0,0,0,0
1349,01-08-2015 22:30,88,26,28,3,0.89,24,1005,0,0,0,0,0
1350,01-08-2015 23:30,99,27,30,3,0.84,24,1005,0,0,0,0,0
1351,02-08-2015 00:30,127,26,28,3,0.89,24,1005,0,0,0,0,0
1352,02-08-2015 01:30,79,26,28,3,0.89,24,1005,0,0,0,0,0
1353,02-08-2015 02:30,21,26,28,6,0.89,24,1005,0,0,0,0,0
1354,02-08-2015 03:30,15,26,28,3,0.89,24,1005,0,0,0,0,0
1355,02-08-2015 04:30,82,26,28,3,0.89,24,1005,0,0,0,0,0
1356,02-08-2015 05:30,94,26,28,3,0.79,22,1005,0,0,0,0,0
1357,02-08-2015 06:30,156,26,28,3,0.79,22,1005,0,0,0,0,0
1358,02-08-2015 07:30,140,27,29,9,0.74,22,1006,0,1,0,0,0
1359,02-08-2015 08:30,147,28,32.5,8,0.815,24.5,1006,0,1,0,0,0
1360,02-08-2015 09:30,60,30,35,9,0.7,24,1006,0,1,0,0,0
1361,02-08-2015 10:30,42,32,39,6,0.67,25,1007,0,1,0,0,0
1362,02-08-2015 11:30,58,33,41,4,0.63,25,1006,0,1,0,0,0
1363,02-08-2015 12:30,62,33,41,7,0.63,25,1006,0,1,0,0,0
1364,02-08-2015 13:30,83,33,39,9,0.59,24,1006,0,0,0,0,0
1365,02-08-2015 14:30,79,32,39,15,0.67,25,1004,0,0,0,0,0
1366,02-08-2015 15:30,77,29,36,20,0.84,26,1004,1,0,0,0,0
1367,02-08-2015 16:30,124,29,34,9,0.74,24,1004,1,0,0,0,0
1368,02-08-2015 17:30,77,31,38,7,0.7,25,1004,1,0,0,0,0
1369,02-08-2015 18:30,44,31,38,6,0.7,25,1004,1,0,0,0,0
1370,02-08-2015 19:30,27,29,35,11,0.79,25,1005,0,0,0,0,0
1371,02-08-2015 20:30,118,28,33,11,0.84,25,1005,0,0,0,0,0
1372,02-08-2015 21:30,114,28,33,7,0.84,25,1005,0,1,0,0,0
1373,02-08-2015 22:30,181,27,31,3,0.89,25,1006,0,1,0,0,0
1374,02-08-2015 23:30,21,27,31,7,0.89,25,1006,0,1,0,0,0
1375,03-08-2015 00:30,99,27,31,3,0.89,25,1006,0,1,0,0,0
1376,03-08-2015 01:30,52,27,31,3,0.89,25,1005,0,1,0,0,0
1377,03-08-2015 02:30,56,27,31,3,0.89,25,1004,0,1,0,0,0
1378,03-08-2015 03:30,34,26,28,7,0.94,25,1003,0,1,0,0,0
1379,03-08-2015 04:30,119,26,28,6,0.94,25,1004,0,1,0,0,0
1380,03-08-2015 05:30,205,26,28,9,0.94,25,1004,0,1,0,0,0
1381,03-08-2015 06:30,78,26,28,9,0.94,25,1004,0,1,0,0,0
1382,03-08-2015 07:30,69,27,31,11,0.89,25,1005,0,1,0,0,0
1383,03-08-2015 08:30,142,29,35,13,0.815,25.5,1005,0,1,0,0,0
1384,03-08-2015 09:30,113,30,37,15,0.79,26,1005,0,1,0,0,0
1385,03-08-2015 10:30,85,31,38,11,0.7,25,1005,0,1,0,0,0
1386,03-08-2015 11:30,84,31,39,11,0.75,26,1005,0,1,0,0,0
1387,03-08-2015 12:30,202,32,41,13,0.71,26,1005,0,1,0,0,0
1388,03-08-2015 13:30,92,33,41,11,0.63,25,1004,0,1,0,0,0
1389,03-08-2015 14:30,108,34,39,9,0.53,23,1003,0,1,0,0,0
1390,03-08-2015 15:30,86,34,39,9,0.53,23,1002,0,1,0,0,0
1391,03-08-2015 16:30,100,35,41,9,0.5,23,1002,0,1,0,0,0
1392,03-08-2015 17:30,58,35,41,11,0.5,23,1001,0,1,0,0,0
1393,03-08-2015 18:30,53,33,38,11,0.56,23,1002,1,0,0,0,0
1394,03-08-2015 19:30,14,32,38,11,0.63,24,1003,1,0,0,0,0
1395,03-08-2015 20:30,72,29,35,15,0.79,25,1004,1,0,0,0,0
1396,03-08-2015 21:30,81,29,34,11,0.74,24,1004,1,0,0,0,0
1397,03-08-2015 22:30,72,29,34,9,0.74,24,1004,1,0,0,0,0
1398,03-08-2015 23:30,197,29,34,6,0.74,24,1004,0,1,0,0,0
1399,04-08-2015 00:30,164,29,34,3,0.74,24,1003,0,1,0,0,0
1400,04-08-2015 01:30,58,28,32,9,0.79,24,1004,0,1,0,0,0
1401,04-08-2015 02:30,90,28,32,6,0.79,24,1003,0,1,0,0,0
1402,04-08-2015 03:30,237,28,32,7,0.79,24,1003,0,1,0,0,0
1403,04-08-2015 04:30,188,27,31,6,0.89,25,1003,0,1,0,0,0
1404,04-08-2015 05:30,21,27,31,6,0.89,25,1003,0,0,0,0,0
1405,04-08-2015 06:30,10,27,30,6,0.84,24,1003,0,0,0,0,0
1406,04-08-2015 07:30,110,27,31,3,0.89,25,1003,0,0,0,0,0
1407,04-08-2015 08:30,93,29,32,9,0.66,22,1004,0,0,0,0,0
1408,04-08-2015 09:30,42,30,34,7,0.66,23,1004,0,0,0,0,0
1409,04-08-2015 10:30,58,31,35,7,0.62,23,1004,0,0,0,0,0
1410,04-08-2015 11:30,88,32,36,6,0.55,22,1003,0,0,0,0,0
1411,04-08-2015 12:30,88,33,37,7,0.52,22,1003,0,0,0,0,0
1412,04-08-2015 13:30,124,34,38,7,0.49,22,1002,0,0,0,0,0
1413,04-08-2015 14:30,306,35,41,7,0.5,23,1001,0,0,0,0,0
1414,04-08-2015 15:30,165,35,41,6,0.5,23,1000,0,0,0,0,0
1415,04-08-2015 16:30,164,35,41,3,0.5,23,1000,0,0,0,0,0
1416,04-08-2015 17:30,107,35,41,6,0.5,23,999,0,0,0,0,0
1417,04-08-2015 18:30,74,35,42,9,0.53,24,1000,0,0,0,0,0
1418,04-08-2015 19:30,68,34,41,6,0.56,24,1000,0,0,0,0,0
1419,04-08-2015 20:30,161,32,41,9,0.71,26,1001,0,1,0,0,0
1420,04-08-2015 21:30,73,31.5,38.5,7.5,0.69,25,1001.5,1,0,0,0,0
1421,04-08-2015 22:30,130,31,39,7,0.75,26,1002,1,0,0,0,0
1422,04-08-2015 23:30,123,30,37,9,0.79,26,1002,1,0,0,0,0
1423,05-08-2015 00:30,98,28.5,34,7.5,0.8275,25.25,1001.25,1,0,0,0,0
1424,05-08-2015 01:30,167,28.125,33.25,7.125,0.836875,25.0625,1001.0625,1,0,0,0,0
1425,05-08-2015 02:30,168,28,33,9,0.84,25,1001,1,0,0,0,0
1426,05-08-2015 03:30,163,27,31,9,0.89,25,1000,0,0,0,0,0
1427,05-08-2015 04:30,185,27,32,7,0.94,26,1000,0,1,0,0,0
1428,05-08-2015 05:30,110,28,34,7,0.89,26,1000,0,0,0,0,0
1429,05-08-2015 06:30,63,28,34,7,0.89,26,1001,0,0,0,0,0
1430,05-08-2015 07:30,92,29.5,36.5,8,0.815,26,1001,0,0,0,0,0
1431,05-08-2015 08:30,90,30,37,9,0.79,26,1001,0,0,0,0,0
1432,05-08-2015 09:30,79,32,41,11,0.71,26,1002,0,0,0,0,0
1433,05-08-2015 10:30,66,32,41,11,0.71,26,1002,0,0,0,0,0
1434,05-08-2015 11:30,98,33,42,7,0.67,26,1002,0,0,0,0,0
1435,05-08-2015 12:30,303,33,42,11,0.67,26,1001,1,0,0,0,0
1436,05-08-2015 13:30,73,33.5,42,10,0.63,25.5,1000.5,1,0,0,0,0
1437,05-08-2015 14:30,48,31.5,39,10,0.715,25.5,1000,1,0,0,0,0
1438,05-08-2015 15:30,177,29,36,7,0.84,26,999,1,0,0,0,0
1439,05-08-2015 16:30,166,29,36,19,0.84,26,999,1,0,0,0,0
1440,05-08-2015 17:30,104,28,33,9,0.84,25,999,1,0,0,0,0
1441,05-08-2015 18:30,74,28,33,9,0.84,25,999,1,0,0,0,0
1442,05-08-2015 19:30,84,28,33,7,0.84,25,999.5,0,0,0,0,0
1443,05-08-2015 20:30,323,28,33,6,0.84,25,1000,0,0,0,0,0
1444,05-08-2015 21:30,285,28,33,7,0.84,25,1000,0,0,0,0,0
1445,05-08-2015 22:30,52,28,33,3,0.84,25,1000,0,0,0,0,0
1446,05-08-2015 23:30,192,28,33,3,0.84,25,1000,0,0,0,0,0
1447,06-08-2015 00:30,62,28,33,6,0.84,25,1000,0,0,0,0,0
1448,06-08-2015 01:30,78,28,33,3,0.84,25,1000,0,0,0,0,0
1449,06-08-2015 02:30,98,27,31,15,0.89,25,999,1,0,0,0,0
1450,06-08-2015 03:30,148,27,31,13,0.89,25,999,1,0,0,0,0
1451,06-08-2015 04:30,320,27,31,11,0.89,25,999,1,0,0,0,0
1452,06-08-2015 05:30,300,27,32,7,0.94,26,999,1,0,0,0,0
1453,06-08-2015 07:30,240,28,32,3,0.79,24,1000,1,0,0,0,0
1454,06-08-2015 08:30,210,30,35,3,0.7,24,1000,0,1,0,0,0
1455,06-08-2015 09:30,81,31,37,11,0.66,24,1001,0,1,0,0,0
1456,06-08-2015 10:30,55,33,39,7,0.59,24,1001,0,1,0,0,0
1457,06-08-2015 11:30,78,34,41,6,0.56,24,1000,0,1,0,0,0
1458,06-08-2015 12:30,243,32,39,7,0.67,25,1000,1,0,0,0,0
1459,06-08-2015 13:30,25,31,38,9,0.7,25,1000,1,0,0,0,0
1460,06-08-2015 14:30,90,30,35,9,0.7,24,999,1,0,0,0,0
1461,06-08-2015 15:30,190,30,39,7,0.84,27,999,1,0,0,0,0
1462,06-08-2015 16:30,171,31,41,9,0.79,27,999,1,0,0,0,0
1463,06-08-2015 17:30,89,30,39,9,0.84,27,999,1,0,0,0,0
1464,06-08-2015 18:30,98,30,39,11,0.84,27,999,1,0,0,0,0
1465,06-08-2015 19:30,218,29,37,9,0.89,27,1000,1,0,0,0,0
1466,06-08-2015 20:30,362,29,37,6,0.89,27,1000,1,0,0,0,0
1467,06-08-2015 23:30,98,28,35,7,0.94,27,1001,0,0,0,0,0
1468,07-08-2015 00:30,103,28,35,9,0.94,27,1001,0,0,0,0,0
1469,07-08-2015 01:30,108,28,35,7,0.94,27,1000,0,0,0,0,0
1470,07-08-2015 02:30,63,28,35,7,0.94,27,1000,0,0,0,0,0
1471,07-08-2015 03:30,109,28,35,7,0.94,27,1000,0,0,0,0,0
1472,07-08-2015 04:30,321,28,35,7,0.94,27,1000,0,0,0,0,0
1473,07-08-2015 07:30,130,28,35,7,0.94,27,1001,0,1,0,0,0
1474,07-08-2015 08:30,127,30,37,7,0.79,26,1002,0,1,0,0,0
1475,07-08-2015 09:30,109,31,41,11,0.79,27,1002,0,1,0,0,0
1476,07-08-2015 10:30,94,31,41,15,0.79,27,1002,0,0,0,0,0
1477,07-08-2015 11:30,156,33,42,17,0.67,26,1002,0,0,0,0,0
1478,07-08-2015 12:30,335,33,44,13,0.71,27,1001,0,0,0,0,0
1479,07-08-2015 13:30,117,34,45,15,0.67,27,1001,0,0,0,0,0
1480,07-08-2015 15:30,127,32,39,9,0.67,25,1000,1,0,0,0,0
1481,07-08-2015 16:30,121,31,38,11,0.7,25,1000,1,0,0,0,0
1482,07-08-2015 17:30,94,30,36,13,0.75,25,1000,1,0,0,0,0
1483,07-08-2015 18:30,71,30,37,9,0.79,26,1002,1,0,0,0,0
1484,07-08-2015 19:30,59,27,30.25,5.25,0.9025,25.25,1002.75,1,0,0,0,0
1485,07-08-2015 20:30,252,26,28,4,0.94,25,1003,0,0,1,0,0
1486,07-08-2015 21:30,190,26,28,4.5,0.94,25,1003,1,0,0,0,0
1487,07-08-2015 22:30,328,26,28,6,0.94,25,1003,0,0,0,0,0
1488,07-08-2015 23:30,328,26,28,3,0.94,25,1003,0,0,0,0,0
1489,08-08-2015 00:30,324,26,28,3,0.94,25,1003,0,0,0,0,0
1490,08-08-2015 01:30,293,26,28,3,0.94,25,1003,0,0,0,0,0
1491,08-08-2015 02:30,181,26,28,3,0.94,25,1003,0,0,0,0,0
1492,08-08-2015 03:30,120,27,32,6,0.94,26,1003,0,0,0,0,0
1493,08-08-2015 07:30,133,27,33,6,1,27,1004,1,0,0,0,0
1494,08-08-2015 08:30,125,29,37,9,0.89,27,1004,0,0,0,0,1
1495,08-08-2015 09:30,92,30,37,11,0.79,26,1004,0,0,0,0,1
1496,08-08-2015 10:30,88,30,37,11,0.79,26,1005,0,0,0,0,0
1497,08-08-2015 11:30,217,30,35,3,0.7,24,1005,0,0,0,0,0
1498,08-08-2015 12:30,349,31,38,3,0.7,25,1004,0,0,0,0,0
1499,08-08-2015 13:30,295,32,39,11,0.67,25,1004,0,0,0,0,0
1500,08-08-2015 14:30,170,30,37,13,0.79,26,1003,0,0,0,0,0
1501,08-08-2015 15:30,203,30,37,9,0.79,26,1002,1,0,0,0,0
1502,08-08-2015 16:30,175,30,39,9,0.84,27,1002,1,0,0,0,0
1503,08-08-2015 17:30,75,30,39,11,0.84,27,1002,0,0,0,0,1
1504,08-08-2015 18:30,71,29,37,9,0.89,27,1002,0,0,0,0,0
1505,08-08-2015 19:30,172,28.5,36,9,0.915,27,1003,0,0,0,0,0
1506,08-08-2015 20:30,414,28,35,9,0.94,27,1003,0,0,0,0,0
1507,08-08-2015 21:30,200,28,35,7,0.94,27,1004,0,0,0,0,0
1508,08-08-2015 23:30,312,28,35,7,0.94,27,1003,0,0,0,0,0
1509,09-08-2015 00:30,310,28,35,7,0.94,27,1003,0,0,0,0,0
1510,09-08-2015 01:30,303,28,35,7,0.94,27,1003,0,0,0,0,0
1511,09-08-2015 02:30,255,28,35,7,0.94,27,1002,0,0,0,0,0
1512,09-08-2015 03:30,166,28,35,6,0.94,27,1002,0,0,0,0,0
1513,09-08-2015 04:30,336,27,32,7,0.94,26,1002,0,0,0,0,0
1514,09-08-2015 05:30,144,27,32,11,0.94,26,1002,0,0,0,0,0
1515,09-08-2015 06:30,83,27,32,10,0.94,26,1002,0,0,0,0,0
1516,09-08-2015 07:30,305,27,32.5,8.5,0.97,26.5,1002.5,1,0,0,0,0
1517,09-08-2015 08:30,300,26,28,7,1,26,1003,1,0,0,0,0
1518,09-08-2015 09:30,202,26,28,9,1,26,1004,1,0,0,0,0
1519,09-08-2015 10:30,196,26,28,9,1,26,1004,1,0,0,0,0
1520,09-08-2015 11:30,229,26,28,7,1,26,1004,1,0,0,0,0
1521,09-08-2015 12:30,385,26,28,6.5,1,26,1003.5,1,0,0,0,0
1522,09-08-2015 13:30,148,26.5,30,6.5,0.97,26,1002.5,0,0,1,0,0
1523,09-08-2015 14:30,20,27,32,6,0.94,26,1001,0,0,1,0,0
1524,09-08-2015 15:30,98,28,33,9,0.84,25,1001,0,0,0,0,0
1525,09-08-2015 16:30,89,29,35,13,0.79,25,1000,0,0,0,0,0
1526,09-08-2015 17:30,36,29,35,11,0.79,25,999,0,0,0,0,0
1527,09-08-2015 18:30,10,29,35,11,0.79,25,999,0,0,0,0,0
1528,09-08-2015 19:30,65,28,33,3,0.84,25,1000.5,0,1,0,0,0
1529,09-08-2015 20:30,65,28,33,3,0.84,25,1001,0,1,0,0,0
1530,09-08-2015 23:30,78,28,33,3,0.84,25,1002,0,1,0,0,0
1531,10-08-2015 00:30,79,27,31,3,0.89,25,1002,0,1,0,0,0
1532,10-08-2015 01:30,87,27,31,3,0.89,25,1002,0,1,0,0,0
1533,10-08-2015 02:30,92,27,31,3,0.89,25,1001,0,1,0,0,0
1534,10-08-2015 03:30,84,27,31,3,0.89,25,1001,0,1,0,0,0
1535,10-08-2015 04:30,334,28,33,3,0.84,25,1001,0,1,0,0,0
1536,10-08-2015 05:30,101,28,33,3,0.84,25,1001,0,1,0,0,0
1537,10-08-2015 06:30,45,28,33,3,0.84,25,1002,0,1,0,0,0
1538,10-08-2015 07:30,315,28.5,34,5,0.815,25,1002.5,0,1,0,0,0
1539,10-08-2015 08:30,309,30,39,4,0.84,27,1003,1,0,0,0,0
1540,10-08-2015 09:30,209,31,41,3,0.79,27,1003,1,0,0,0,0
1541,10-08-2015 10:30,164,31,41,6,0.79,27,1003,1,0,0,0,0
1542,10-08-2015 11:30,94,33,42,7,0.67,26,1002,0,0,0,0,0
1543,10-08-2015 12:30,308,34,43,7,0.63,26,1002,0,0,0,0,0
1544,10-08-2015 13:30,163,34,43,7,0.63,26,1002,0,0,0,0,0
1545,10-08-2015 15:30,253,33,44,4,0.71,27,1000,1,0,0,0,0
1546,10-08-2015 16:30,252,33,44,7,0.71,27,1000,1,0,0,0,0
1547,10-08-2015 17:30,249,33,44,9,0.71,27,1000,1,0,0,0,0
1548,10-08-2015 18:30,228,31,39,17,0.75,26,1000,1,0,0,0,0
1549,10-08-2015 19:30,156,30.5,39,7,0.795,26.5,1001,1,0,0,0,0
1550,10-08-2015 20:30,355,30,39,3,0.84,27,1002,1,0,0,0,0
1551,10-08-2015 21:30,164,30,39,3,0.84,27,1002,0,0,0,0,1
1552,10-08-2015 22:30,35,30,39,3,0.84,27,1003,0,0,0,0,0
1553,10-08-2015 23:30,180,29,37,3,0.89,27,1003,0,0,0,0,0
1554,11-08-2015 00:30,176,29,37,3,0.89,27,1003,0,0,0,0,0
1555,11-08-2015 01:30,148,28,35,3,0.94,27,1003,0,0,0,0,0
1556,11-08-2015 02:30,116,28,35,3,0.94,27,1002,0,0,0,0,0
1557,11-08-2015 03:30,189,28,35,9,0.94,27,1003,0,0,0,0,0
1558,11-08-2015 04:30,385,28,35,7,0.94,27,1002,0,0,0,0,0
1559,11-08-2015 07:30,177,29,37,5,0.89,27,1003.5,0,0,0,0,0
1560,11-08-2015 08:30,168,30,39,7,0.84,27,1004,0,0,0,0,0
1561,11-08-2015 09:30,131,31,41,7,0.79,27,1004,0,0,0,0,0
1562,11-08-2015 10:30,137,32,44,7,0.79,28,1005,0,0,0,0,0
1563,11-08-2015 11:30,117,33,46,7,0.75,28,1005,0,0,0,0,0
1564,11-08-2015 12:30,331,31,40,8,0.775,26.5,1004.5,1,0,0,0,0
1565,11-08-2015 15:30,283,28,35,11,0.94,27,1004,1,0,0,0,0
1566,11-08-2015 16:30,297,28,35,9,0.94,27,1003,1,0,0,0,0
1567,11-08-2015 17:30,310,28,35,19,0.94,27,1003,1,0,0,0,0
1568,11-08-2015 18:30,237,28,35,17,0.94,27,1004,0,0,1,0,0
1569,11-08-2015 19:30,87,27,32,17,0.94,26,1005,0,0,0,0,1
1570,11-08-2015 20:30,98,27,32,15,0.94,26,1006,0,0,0,0,0
1571,11-08-2015 21:30,183,27,31.5,14,0.915,25.5,1005.5,0,0,0,0,0
1572,11-08-2015 22:30,63,26,28,11,1,26,1005,0,0,0,0,0
1573,11-08-2015 23:30,22,27,31,9,0.89,25,1006,0,0,0,0,0
1574,12-08-2015 00:30,106,26,28,9,0.94,25,1006,0,0,0,0,0
1575,12-08-2015 01:30,72,26,28,6,0.94,25,1006,0,0,0,0,0
1576,12-08-2015 02:30,57,26,28,11,0.94,25,1005,0,0,0,0,0
1577,12-08-2015 03:30,180,27,31,9,0.89,25,1005,0,0,0,0,0
1578,12-08-2015 04:30,134,26,28,11,0.94,25,1005,0,0,0,0,0
1579,12-08-2015 05:30,3,26,28,11,0.94,25,1005,0,0,0,0,0
1580,12-08-2015 06:30,2,27,32,11,0.94,26,1006,0,0,0,0,1
1581,12-08-2015 07:30,33,27,32,13,0.94,26,1006,0,0,0,0,1
1582,12-08-2015 08:30,37,28,32,11,0.79,24,1007,0,0,0,0,1
1583,12-08-2015 09:30,53,29,34,13,0.74,24,1007,0,0,0,0,0
1584,12-08-2015 10:30,52,30,35,11,0.7,24,1007,0,0,0,0,0
1585,12-08-2015 11:30,76,31.5,37.5,8,0.645,24,1007,0,0,0,0,0
1586,12-08-2015 12:30,196,32,38,13,0.63,24,1006,0,0,0,0,0
1587,12-08-2015 13:30,144,34,41,7,0.56,24,1006,0,0,0,0,0
1588,12-08-2015 14:30,190,34,41,7,0.56,24,1005,0,0,0,0,0
1589,12-08-2015 15:30,110,35,42,7,0.53,24,1003,0,0,0,0,0
1590,12-08-2015 16:30,109,34,41,6,0.56,24,1003,0,0,0,0,0
1591,12-08-2015 17:30,101,34,41,3,0.56,24,1003,0,1,0,0,0
1592,12-08-2015 18:30,95,33,39,3,0.59,24,1003,0,1,0,0,0
1593,12-08-2015 19:30,113,32,39,17,0.67,25,1003,0,0,0,0,0
1594,13-08-2015 01:30,203,28.25,34.75,4.5,0.89,26.25,1005,0,1,0,0,0
1595,13-08-2015 02:30,183,28,34,4,0.89,26,1005,0,1,0,0,0
1596,13-08-2015 03:30,147,28,35,3,0.94,27,1004,0,1,0,0,0
1597,13-08-2015 04:30,316,28,34,3,0.89,26,1004,0,1,0,0,0
1598,13-08-2015 05:30,112,28,34,3,0.89,26,1004,0,1,0,0,0
1599,13-08-2015 06:30,68,28,34,6,0.89,26,1005,0,1,0,0,0
1600,13-08-2015 07:30,137,30,37.5,7.5,0.795,26,1005,0,1,0,0,0
1601,13-08-2015 08:30,124,31,39,13,0.75,26,1005,0,1,0,0,0
1602,13-08-2015 09:30,89,32,41,9,0.71,26,1006,0,1,0,0,0
1603,13-08-2015 10:30,119,32.5,41.5,9,0.69,26,1005.5,0,1,0,0,0
1604,13-08-2015 11:30,182,33,42,7,0.67,26,1005,0,1,0,0,0
1605,13-08-2015 12:30,324,33,42,11,0.67,26,1004,0,1,0,0,0
1606,13-08-2015 13:30,341,34,43,11,0.63,26,1004,0,0,0,0,0
1607,13-08-2015 14:30,220,34,42,11,0.59,25,1003,0,0,0,0,0
1608,13-08-2015 15:30,110,34,43,9,0.63,26,1002,0,0,0,0,0
1609,13-08-2015 16:30,110,34,42,9,0.59,25,1002,0,1,0,0,0
1610,13-08-2015 17:30,105,34,42,9,0.59,25,1002,0,1,0,0,0
1611,13-08-2015 18:30,94,33,41,9,0.63,25,1002,1,0,0,0,0
1612,13-08-2015 19:30,89,33,41,7,0.63,25,1002,1,0,0,0,0
1613,13-08-2015 20:30,53,32,39,6,0.67,25,1003,1,0,0,0,0
1614,13-08-2015 21:30,165,31,38,3,0.7,25,1004,0,0,0,0,0
