,timestamp,PM2.5,Temperature_in_°C,Relative_Temp_in_°C,Wind_Speed_in_Kmph,Rel_Humidity,Dew_Point_in_°C,Atmospheric_Pressure_in_mb,Thunder,Few_clouds,Rain,Clear,Cloudy
0,01-06-2015 00:30,73,32,31,7,0.27,11,1002,1,0,0,0,0
1,01-06-2015 01:30,143,32,30.25,11.5,0.2625,10.25,1000.5,1,0,0,0,0
2,01-06-2015 02:30,100,32,30,13,0.26,10,1000,1,0,0,0,0
3,01-06-2015 03:30,206,31,29,9,0.27,10,1000,0,1,0,0,0
4,01-06-2015 04:30,328,28,28,22,0.42,14,1002,1,0,0,0,0
5,01-06-2015 05:30,178,28,28,13,0.4,13,1002,1,0,0,0,0
6,01-06-2015 06:30,92,27,27,11,0.48,15,1003,1,0,0,0,0
7,01-06-2015 07:30,24,27,27,19,0.51,16,1002,0,0,0,0,0
8,01-06-2015 08:30,167,31,29,17,0.27,10,1002,0,1,0,0,0
9,01-06-2015 09:30,108,34,32,13,0.2,8,1003,0,1,0,0,0
10,01-06-2015 10:30,97,35,33,17,0.22,10,1003,1,0,0,0,0
11,01-06-2015 11:30,212,36,34,15,0.19,9,1004,1,0,0,0,0
12,01-06-2015 12:30,114,36,34,19,0.2,10,1004,1,0,0,0,0
13,01-06-2015 13:30,59,33.5,32,19.5,0.265,11.5,1004.5,1,0,0,0,0
14,01-06-2015 14:30,88,31,30,22,0.33,13,1005,1,0,0,0,0
15,01-06-2015 15:30,27,33,32,15,0.28,12,1003,1,0,0,0,0
16,01-06-2015 16:30,120,33,32,15,0.28,12,1004,1,0,0,0,0
17,01-06-2015 17:30,100,35,33,11,0.23,11,1001,1,0,0,0,0
18,01-06-2015 18:30,98,35,33,9,0.23,11,1002,1,0,0,0,0
19,01-06-2015 19:30,146,33,31,7,0.26,11,1003,1,0,0,0,0
20,01-06-2015 20:30,64,28.5,28,14.5,0.425,14,1005.25,1,0,0,0,0
21,01-06-2015 21:30,179,27,27,17,0.48,15,1006,1,0,0,0,0
22,01-06-2015 22:30,91,27,27,10,0.48,15,1005.5,1,0,0,0,0
23,01-06-2015 23:30,86,27,27,9,0.48,15,1005,0,0,0,0,0
24,02-06-2015 00:30,131,29,28,9,0.35,12,1005,0,0,0,0,0
25,02-06-2015 01:30,154,31,30,19,0.31,12,1004,1,0,0,0,0
26,02-06-2015 02:30,231,29,28,18.5,0.35,12,1004,1,0,0,0,0
27,02-06-2015 03:30,199,28,27,17,0.37,12,1004,1,0,0,0,0
28,02-06-2015 04:30,93,28,28,7,0.42,14,1004,1,0,0,0,0
29,02-06-2015 05:30,65,27,27,9,0.45,14,1005,0,0,0,0,0
30,02-06-2015 06:30,50,28,28,6,0.42,14,1005,0,1,0,0,0
31,02-06-2015 07:30,58,30,30,7,0.4,15,1006,0,0,0,0,0
32,02-06-2015 08:30,54,31,31,6,0.4,16,1006,0,0,0,0,0
33,02-06-2015 09:30,31,33,33,9,0.34,15,1006,0,0,0,0,0
34,02-06-2015 10:30,26,34,33,7,0.3,14,1006,0,1,0,0,0
35,02-06-2015 11:30,72,36,35,6,0.23,12,1006,0,1,0,0,0
36,02-06-2015 12:30,96,37,36,11,0.22,12,1006,0,1,0,0,0
37,02-06-2015 13:30,50,39,38,9,0.2,12,1006,0,1,0,0,0
38,02-06-2015 14:30,89,39,38,11,0.2,12,1004,0,1,0,0,0
39,02-06-2015 15:30,60,41,39,9,0.13,7,1004,0,1,0,0,0
40,02-06-2015 16:30,204,40,38,7,0.13,7,1003,0,1,0,0,0
41,02-06-2015 17:30,99,39,37,7,0.14,7,1003,1,0,0,0,0
42,02-06-2015 18:30,91,33.5,32.5,16,0.295,12.5,1003.5,1,0,0,0,0
43,02-06-2015 19:30,207,30,29,17,0.38,14,1004,1,0,0,0,0
44,02-06-2015 20:30,61,27,28,15,0.54,17,1006,1,0,0,0,0
45,02-06-2015 21:30,56,27,27,17,0.48,15,1005.5,1,0,0,0,0
46,02-06-2015 22:30,43,27,27,11,0.51,16,1005,0,1,0,0,0
47,02-06-2015 23:30,130,27,27,11,0.51,16,1005,0,1,0,0,0
48,03-06-2015 00:30,139,28,28,6,0.48,16,1004,1,0,0,0,0
49,03-06-2015 01:30,187,29,29,19,0.45,16,1005,1,0,0,0,0
50,03-06-2015 02:30,97,29,29,9,0.43,15,1004,1,0,0,0,0
51,03-06-2015 03:30,93,26,26,9,0.51,15,1005,1,0,0,0,0
52,03-06-2015 04:30,77,26,26,9,0.54,16,1005,1,0,0,0,0
53,03-06-2015 05:30,237,26,26,6,0.54,16,1005,1,0,0,0,0
54,03-06-2015 06:30,217,25.5,25.5,7.5,0.595,17,1006.5,1,0,0,0,0
55,03-06-2015 07:30,112,26,27,13,0.61,18,1007,1,0,0,0,0
56,03-06-2015 08:30,92,27,29,13,0.66,20,1007,1,0,0,0,0
57,03-06-2015 09:30,87,29,30,11,0.51,18,1006,0,0,0,0,0
58,03-06-2015 10:30,82,32,32,11,0.36,15,1006,0,0,0,0,0
59,03-06-2015 11:30,130,33,32,13,0.32,14,1006,1,0,0,0,0
60,03-06-2015 12:30,247,32,32,13,0.36,15,1006,1,0,0,0,0
61,03-06-2015 13:30,217,29,29,11,0.48,17,1006,1,0,0,0,0
62,03-06-2015 14:30,74,29,29,17,0.43,15,1006,1,0,0,0,0
63,03-06-2015 15:30,41,30.5,30,18.5,0.405,15.5,1005.5,1,0,0,0,0
64,03-06-2015 16:30,198,32,32,19,0.38,16,1005,1,0,0,0,0
65,03-06-2015 17:30,227,31,31,17.5,0.41,16,1005,1,0,0,0,0
66,03-06-2015 18:30,204,30,31,13,0.49,18,1005,1,0,0,0,0
67,03-06-2015 19:30,303,29,29,15,0.45,16,1004,1,0,0,0,0
68,03-06-2015 20:30,153,29,29,19,0.48,17,1005,1,0,0,0,0
69,03-06-2015 21:30,95,28,29,19,0.55,18,1008,1,0,0,0,0
70,03-06-2015 22:30,103,27,28,28,0.58,18,1008,1,0,0,0,0
71,03-06-2015 23:30,92,26,27,11,0.61,18,1007,1,0,0,0,0
72,04-06-2015 00:30,101,26,27,11,0.61,18,1006.25,1,0,0,0,0
73,04-06-2015 01:30,185,26,27,9,0.61,18,1006,0,0,0,0,0
74,04-06-2015 02:30,171,26,27,3,0.61,18,1005,0,0,0,0,0
75,04-06-2015 03:30,214,26,27,3,0.58,17,1006,0,0,0,0,0
76,04-06-2015 04:30,144,26,27,11,0.65,19,1006,0,0,0,0,0
77,04-06-2015 05:30,97,24,25,3,0.78,20,1006,0,0,0,0,0
78,04-06-2015 06:30,79,27,28,6,0.6075,18.5,1006.75,0,0,0,0,0
79,04-06-2015 07:30,37,28,29,7,0.55,18,1007,0,1,0,0,0
80,04-06-2015 08:30,196,28,29.5,17,0.6,19.5,1008,0,1,0,0,0
81,04-06-2015 09:30,145,29,30,15,0.55,19,1008,0,1,0,0,0
82,04-06-2015 10:30,164,30.5,30.75,10.5,0.4375,16.75,1008,0,1,0,0,0
83,04-06-2015 11:30,214,32,32,9,0.38,16,1008,0,1,0,0,0
84,04-06-2015 12:30,196,34,34,7,0.32,15,1007,0,1,0,0,0
85,04-06-2015 13:30,185,35,35,7,0.3,15,1006,0,1,0,0,0
86,04-06-2015 14:30,241,36.5,36,17,0.27,14.5,1005.5,0,1,0,0,0
87,04-06-2015 15:30,341,36.875,36.75,15.5,0.27,14.875,1005.125,0,1,0,0,0
88,04-06-2015 16:30,483,38,38,15,0.24,14,1004,0,1,0,0,0
89,04-06-2015 17:30,389,38,38,13,0.24,14,1004,0,1,0,0,0
90,04-06-2015 18:30,334,36,35,15,0.27,14,1004,0,1,0,0,0
91,04-06-2015 19:30,318,35,34,13,0.28,14,1005,0,1,0,0,0
92,04-06-2015 20:30,304,35,36,9,0.34,17,1005,0,1,0,0,0
93,04-06-2015 21:30,142,33,34,7,0.41,18,1006,0,1,0,0,0
94,04-06-2015 22:30,96,32,33,3,0.43,18,1006,0,1,0,0,0
95,04-06-2015 23:30,274,31,32,3,0.49,19,1006,0,1,0,0,0
96,05-06-2015 00:30,318,31,31.5,5,0.445,17.5,1006,0,1,0,0,0
97,05-06-2015 01:30,233,31,31,9,0.38,15,1006,0,1,0,0,0
98,05-06-2015 02:30,233,30,30,9,0.43,16,1005,0,1,0,0,0
99,05-06-2015 03:30,154,28,29,7,0.51,17,1005,0,1,0,0,0
100,05-06-2015 04:30,198,27,28,4,0.54,17,1006,0,1,0,0,0
101,05-06-2015 05:30,268,27,28,7,0.54,17,1006,0,1,0,0,0
102,05-06-2015 06:30,317,28,29,6,0.55,18,1006,0,1,0,0,0
103,05-06-2015 07:30,293,32,32,11,0.395,16,1007.5,0,1,0,0,0
104,05-06-2015 08:30,379,34.25,33.5,12.5,0.30875,14.5,1007.875,0,1,0,0,0
105,05-06-2015 09:30,362,34.8125,33.875,12.875,0.2871875,14.125,1007.96875,0,1,0,0,0
106,06-06-2015 22:30,38,35,34,4,0.28,14,1003,0,0,0,1,0
107,06-06-2015 23:30,38,34,34,6,0.32,15,1003,0,0,0,1,0
108,07-06-2015 00:30,51,33,33,7,0.34,15,1003,0,0,0,1,0
109,07-06-2015 01:30,75,32,32,6,0.36,15,1003,0,0,0,1,0
110,07-06-2015 02:30,136,31,30,3,0.33,13,1002,0,0,0,1,0
111,07-06-2015 03:30,303,31,30,3,0.35,14,1002,0,0,0,1,0
112,07-06-2015 04:30,242,30,30,3,0.4,15,1002,0,0,0,1,0
113,07-06-2015 05:30,304,30,30,3,0.4,15,1002,0,0,0,1,0
114,07-06-2015 06:30,145,30,30,3,0.4,15,1003,0,1,0,0,0
115,07-06-2015 07:30,94,31,31,9,0.43,17,1003,0,1,0,0,0
116,07-06-2015 08:30,180,33,33,7,0.38,17,1004,0,1,0,0,0
117,07-06-2015 09:30,217,36,37,11,0.32,17,1004,0,0,0,1,0
118,07-06-2015 10:30,338,39,39,11,0.23,14,1004,0,0,0,1,0
119,07-06-2015 11:30,313,39,38,9,0.21,13,1003,0,0,0,1,0
120,07-06-2015 12:30,319,41,40,15,0.19,13,1002,0,0,0,1,0
121,07-06-2015 13:30,331,41,40,17,0.18,12,1001,0,0,0,1,0
122,07-06-2015 14:30,366,43,42,17,0.16,12,1000,0,1,0,0,0
123,07-06-2015 15:30,352,42,41,13,0.16,11,1000,0,1,0,0,0
124,07-06-2015 16:30,301,42,41,15,0.16,11,1000,0,1,0,0,0
125,07-06-2015 17:30,122,42,41,15,0.16,11,999,0,1,0,0,0
126,07-06-2015 18:30,84,41,40,7,0.18,12,999,0,1,0,0,0
127,07-06-2015 19:30,151,39,39,9,0.235,14.5,999.5,0,1,0,0,0
128,07-06-2015 20:30,75,38,39,9,0.27,16,1000,0,1,0,0,0
129,07-06-2015 21:30,70,37,38,7,0.31,17,1001,0,1,0,0,0
130,07-06-2015 22:30,95,35.5,36.5,6,0.34,17.5,1002,0,1,0,0,0
131,07-06-2015 23:30,68,35,36,3,0.36,18,1002,0,1,0,0,0
132,08-06-2015 00:30,80,34,35,3,0.39,18,1002,0,1,0,0,0
133,08-06-2015 01:30,194,34,35,3,0.39,18,1002,0,1,0,0,0
134,08-06-2015 02:30,304,33,35,3,0.44,19,1001,0,1,0,0,0
135,08-06-2015 03:30,328,32,33,3,0.46,19,1001,0,1,0,0,0
136,08-06-2015 04:30,341,32,33,3,0.46,19,1001,0,1,0,0,0
137,08-06-2015 05:30,328,31,32,3,0.46,18,1001,0,1,0,0,0
138,08-06-2015 06:30,328,31,32,3,0.49,19,1002,0,0,0,1,0
139,08-06-2015 07:30,323,34,36,3,0.41,19,1003,0,0,0,1,0
140,08-06-2015 08:30,315,36,37,7,0.34,18,1003,0,0,0,1,0
141,08-06-2015 09:30,321,38,40,7,0.31,18,1003,0,0,0,1,0
142,08-06-2015 10:30,305,39.5,39,11,0.215,13.5,1003,0,0,0,1,0
143,08-06-2015 11:30,321,41,40,15,0.18,12,1002,0,0,0,1,0
144,08-06-2015 12:30,312,42,41,14,0.175,12.5,1002,0,0,0,1,0
145,08-06-2015 13:30,325,42,41,15,0.18,13,1001,0,0,0,1,0
146,08-06-2015 14:30,319,42,41,17,0.16,11,1000,0,1,0,0,0
147,08-06-2015 15:30,352,43,41,19,0.14,10,1000,0,1,0,0,0
148,08-06-2015 16:30,306,44,42,19,0.11,8,1000,0,1,0,0,0
149,08-06-2015 17:30,248,43,41,19,0.12,8,999,0,1,0,0,0
150,08-06-2015 18:30,178,42,40,13,0.14,9,999,0,1,0,0,0
151,08-06-2015 19:30,254,41,39,9,0.15,10,1000,0,1,0,0,0
152,08-06-2015 20:30,101,39,38,6,0.21,13,1000,0,1,0,0,0
153,08-06-2015 21:30,55,38,37,3,0.21,12,1000,0,1,0,0,0
154,08-06-2015 22:30,68,38,37,3,0.21,12,1001,0,1,0,0,0
155,09-06-2015 16:30,183,41,40,19,0.19,13,1000,0,0,0,0,0
156,09-06-2015 17:30,69,40,39,15,0.2,13,1000,0,0,0,0,0
157,09-06-2015 18:30,296,39,38,26,0.21,13,1000,0,0,0,0,0
158,09-06-2015 19:30,113,38,37,22,0.22,13,1001,0,0,0,0,0
159,09-06-2015 20:30,124,37,37,17,0.27,15,1001,0,0,0,0,0
160,09-06-2015 21:30,109,36.5,37,16,0.295,16,1001,0,0,0,0,0
161,09-06-2015 22:30,93,36,37,17,0.32,17,1001,0,0,0,0,0
162,09-06-2015 23:30,87,35,36,17,0.34,17,1002,0,0,0,0,0
163,10-06-2015 00:30,137,35,36,17,0.34,17,1002,0,0,0,0,0
164,10-06-2015 01:30,270,34,35,19,0.39,18,1001,0,0,0,0,0
165,10-06-2015 02:30,298,34,36,17,0.41,19,1002,0,0,0,0,0
166,10-06-2015 03:30,326,33,35,15,0.46,20,1001,0,0,0,0,0
167,10-06-2015 04:30,286,32,33,13,0.46,19,1002,0,0,0,0,0
168,10-06-2015 05:30,253,31,32,15,0.49,19,1002,0,0,0,0,0
169,10-06-2015 06:30,179,31,33,13,0.52,20,1003,0,1,0,0,0
170,10-06-2015 07:30,98,32.5,34,16,0.46,19.5,1003.5,0,1,0,0,0
171,10-06-2015 08:30,185,35,38,24,0.41,20,1004,0,1,0,0,0
172,10-06-2015 09:30,167,36,39,19,0.39,20,1004,0,1,0,0,0
173,10-06-2015 10:30,188,38,41,19,0.35,20,1004,0,1,0,0,0
174,10-06-2015 11:30,135,39,42,19,0.31,19,1003,0,1,0,0,0
175,10-06-2015 12:30,88,40,42,15,0.28,18,1002,0,1,0,0,0
176,10-06-2015 13:30,121,41,43,15,0.26,18,1002,0,1,0,0,0
177,10-06-2015 14:30,95,42,44,15,0.23,17,1001,0,1,0,0,0
178,10-06-2015 15:30,28,43,44.5,15,0.215,16.5,1000.5,0,1,0,0,0
179,10-06-2015 16:30,96,43,44,15,0.21,16,1000,0,1,0,0,0
180,10-06-2015 17:30,43,42,44,15,0.23,17,1000,0,1,0,0,0
181,10-06-2015 18:30,101,40,41,17,0.26,17,999,0,1,0,0,0
182,10-06-2015 19:30,178,39,41,15,0.29,18,999,0,1,0,0,0
183,10-06-2015 20:30,64,37,37,15,0.29,16,1000,0,1,0,0,0
184,10-06-2015 21:30,56,36,36,15,0.3,16,1001,0,1,0,0,0
185,10-06-2015 22:30,60,36,38,15,0.37,19,1003,0,1,0,0,0
186,10-06-2015 23:30,27,35,36,17,0.36,18,1003,0,1,0,0,0
187,11-06-2015 00:30,103,34,34,19,0.34,16,1004,0,1,0,0,0
188,11-06-2015 01:30,104,34,34,17,0.32,15,1004,0,1,0,0,0
189,11-06-2015 02:30,118,32.5,32.5,8,0.35,15,1002.5,0,1,0,0,0
190,11-06-2015 03:30,147,31,31,7,0.38,15,1002,0,1,0,0,0
191,11-06-2015 04:30,116,31,32,7,0.49,19,1002,0,1,0,0,0
192,11-06-2015 05:30,112,31,32,11,0.49,19,1002,0,1,0,0,0
193,11-06-2015 06:30,82,31,32,17,0.46,18,1004,0,1,0,0,0
194,11-06-2015 07:30,238,32,33,13,0.46,19,1004,0,1,0,0,0
195,11-06-2015 08:30,328,34,36,19,0.44,20,1004,0,1,0,0,0
196,11-06-2015 09:30,336,35,36,15,0.365,18,1005,0,1,0,0,0
197,11-06-2015 10:30,343,36,37,22,0.32,17,1005,0,1,0,0,0
198,11-06-2015 11:30,356,38,39,15,0.27,16,1004,0,1,0,0,0
199,11-06-2015 12:30,344,39,40,15,0.27,17,1004,0,1,0,0,0
200,11-06-2015 13:30,318,40,41,15,0.26,17,1003,0,1,0,0,0
201,11-06-2015 14:30,319,43,44,24,0.21,16,1001,0,1,0,0,0
202,11-06-2015 15:30,209,43,44,20,0.21,16,1001,0,1,0,0,0
203,11-06-2015 16:30,305,41,43,20,0.25,17,1000,0,0,0,0,0
204,11-06-2015 17:30,223,41,43,20,0.25,17,1000,0,0,0,0,0
205,11-06-2015 18:30,119,40,41,19,0.26,17,999,0,1,0,0,0
206,11-06-2015 19:30,112,38.5,39.5,15,0.28,17,1000,0,1,0,0,0
207,11-06-2015 20:30,160,38,40,13,0.31,18,1000,0,1,0,0,0
208,11-06-2015 21:30,136,37,39,13,0.33,18,1001,0,1,0,0,0
209,11-06-2015 22:30,107,36,38,20,0.37,19,1002,0,1,0,0,0
210,11-06-2015 23:30,101,34,36,19,0.44,20,1002,0,1,0,0,0
211,12-06-2015 00:30,62,33,35,17,0.46,20,1002,0,1,0,0,0
212,12-06-2015 01:30,264,32,33,13,0.46,19,1002,0,1,0,0,0
213,12-06-2015 02:30,258,31,34,13,0.55,21,1002,0,1,0,0,0
214,12-06-2015 03:30,317,31,34,13,0.55,21,1002,0,1,0,0,0
215,12-06-2015 04:30,307,31,34,13,0.55,21,1002,0,1,0,0,0
216,12-06-2015 05:30,309,30,32,17,0.55,20,1003,0,1,0,0,0
217,12-06-2015 06:30,246,30,31,20,0.52,19,1003,0,1,0,0,0
218,12-06-2015 07:30,179,32,33,19,0.46,19,1004,0,1,0,0,0
219,12-06-2015 08:30,282,33,34.5,17,0.435,19,1003,0,1,0,0,0
220,12-06-2015 09:30,299,35,37,19,0.39,19,1003,0,1,0,0,0
221,12-06-2015 10:30,160,36,37,22,0.34,18,1002,0,0,0,1,0
222,12-06-2015 11:30,141,38,41,19,0.35,20,1002,0,0,0,1,0
223,12-06-2015 12:30,70,40,41,19,0.26,17,1002,0,0,0,1,0
224,12-06-2015 13:30,61,41,43,19,0.25,17,1002,0,0,0,1,0
225,12-06-2015 14:30,55,41,43,20.5,0.25,17,1000,0,0,0,1,0
226,12-06-2015 15:30,48,41,43,19,0.25,17,999,0,1,0,0,0
227,12-06-2015 16:30,98,41,43,22,0.25,17,999,0,1,0,0,0
228,12-06-2015 17:30,149,41,43,19,0.25,17,998,0,1,0,0,0
229,12-06-2015 18:30,229,40,41,17,0.26,17,997,0,1,0,0,0
230,12-06-2015 19:30,276,39,40,17,0.26,16,997,0,1,0,0,0
231,12-06-2015 20:30,97,39,40,9,0.26,16,998,0,1,0,0,0
232,12-06-2015 21:30,76,39,40,7,0.26,16,999,0,1,0,0,0
233,12-06-2015 22:30,91,36,38,6,0.37,19,1000,0,1,0,0,0
234,12-06-2015 23:30,70,37,39,6,0.33,18,1000,0,1,0,0,0
235,13-06-2015 00:30,82,37,38,6,0.31,17,1000,0,1,0,0,0
236,13-06-2015 01:30,98,36,37,7,0.34,18,999,1,0,0,0,0
237,13-06-2015 02:30,121,36,37,11,0.34,18,999,1,0,0,0,0
238,13-06-2015 03:30,279,34,35,13,0.36,17,999,1,0,0,0,0
239,13-06-2015 04:30,317,34,36,15,0.41,19,999,1,0,0,0,0
240,13-06-2015 05:30,293,33,35,15,0.44,19,999,0,1,0,0,0
241,13-06-2015 06:30,286,33,35,15,0.44,19,999,0,1,0,0,0
242,13-06-2015 07:30,68,34,36,13,0.41,19,1000,1,0,0,0,0
243,13-06-2015 08:30,164,31,31,19,0.43,17,1003,1,0,0,0,0
244,13-06-2015 09:30,222,31.5,31.5,17,0.42,17,1003,1,0,0,0,0
245,13-06-2015 10:30,83,33,33,15,0.38,17,1003,0,1,0,0,0
246,13-06-2015 11:30,89,35,36,15,0.34,17,1002,0,1,0,0,0
247,13-06-2015 12:30,142,36,36,17,0.3,16,1001,0,1,0,0,0
248,13-06-2015 13:30,80,37,37,13,0.29,16,1000,0,1,0,0,0
249,13-06-2015 14:30,207,39,41,9,0.29,18,999,1,0,0,0,0
250,13-06-2015 15:30,26,24,25,22,0.94,23,1001,1,0,0,0,0
251,13-06-2015 16:30,97,26,27.5,18,0.79,22,1002,1,0,0,0,0
252,13-06-2015 17:30,93,25,26,13,0.79,21,1003,0,0,0,0,1
253,13-06-2015 18:30,85,27,29,17,0.7,21,1001,0,0,0,0,1
254,13-06-2015 19:30,228,28,30,19,0.62,20,999,0,0,0,0,0
255,13-06-2015 20:30,92,29.5,30.5,14,0.535,19,998.5,0,0,0,0,0
256,13-06-2015 21:30,87,30,31,7,0.52,19,1000,0,0,0,0,0
257,13-06-2015 22:30,60,29,31,3,0.58,20,1000,0,0,0,0,0
258,13-06-2015 23:30,51,29,30,7,0.55,19,1001,0,0,0,0,0
259,14-06-2015 00:30,38,28,30,3,0.66,21,1001,0,0,0,0,0
260,14-06-2015 01:30,50,28,30,9,0.66,21,1001,0,1,0,0,0
261,14-06-2015 02:30,87,28,30,11,0.66,21,1000,0,1,0,0,0
262,14-06-2015 03:30,194,28,30,19,0.62,20,1001,1,0,0,0,0
263,14-06-2015 04:30,86,24,25,15.5,0.81,20.5,1002,1,0,0,0,0
264,14-06-2015 05:30,185,22.5,23.5,10.625,0.8625,20.125,1001.25,1,0,0,0,0
265,14-06-2015 06:30,278,22,22.5,11,0.855,19.5,1001.5,1,0,0,0,0
266,14-06-2015 07:30,242,22,22,13,0.83,19,1002,1,0,0,0,0
267,14-06-2015 08:30,191,23,24,13,1,23,1004,0,0,1,0,0
268,14-06-2015 09:30,232,24,25,9,0.94,23,1004,0,0,0,0,0
269,14-06-2015 10:30,214,25,26,9,0.83,22,1003,0,0,0,0,0
270,14-06-2015 11:30,91,27,29,6,0.7,21,1004,0,0,0,0,0
271,14-06-2015 12:30,73,27,29,6,0.7,21,1003,0,0,0,0,0
272,14-06-2015 13:30,50,28.5,30.5,11.25,0.64,21,1002.25,0,0,0,0,0
273,14-06-2015 14:30,57,29,31,11,0.58,20,1002,0,0,0,0,0
274,14-06-2015 15:30,76,31,32,7,0.49,19,1001,0,1,0,0,0
275,14-06-2015 16:30,164,32,34,6,0.49,20,1000,0,1,0,0,0
276,14-06-2015 17:30,26,33,35,6,0.46,20,1000,0,1,0,0,0
277,14-06-2015 18:30,22,31,33,6,0.52,20,999,0,1,0,0,0
278,14-06-2015 19:30,34,31,35,6,0.59,22,999,0,1,0,0,0
279,14-06-2015 20:30,125,29,32,9,0.66,22,1001,0,1,0,0,0
280,14-06-2015 21:30,139,28,31,7,0.7,22,1001,0,1,0,0,0
281,14-06-2015 22:30,147,28,32,9,0.79,24,1002,0,1,0,0,0
282,14-06-2015 23:30,111,27,30,9,0.79,23,1002,0,1,0,0,0
283,15-06-2015 00:30,322,27,30,5,0.79,23,1002,0,1,0,0,0
284,15-06-2015 01:30,206,27,30,3,0.79,23,1002,0,1,0,0,0
285,15-06-2015 02:30,169,27,30,6,0.79,23,1001,0,1,0,0,0
286,15-06-2015 03:30,80,27,30,7,0.79,23,1001,0,1,0,0,0
287,15-06-2015 04:30,314,27,30,6,0.84,24,1001,0,1,0,0,0
288,15-06-2015 05:30,274,27,30,7,0.79,23,1001,1,0,0,0,0
289,15-06-2015 06:30,164,28,31,7,0.7,22,1002,1,0,0,0,0
290,15-06-2015 07:30,44,28,31,3,0.7,22,1002,1,0,0,0,0
291,15-06-2015 08:30,315,29,31,17,0.62,21,1001,1,0,0,0,0
292,15-06-2015 09:30,327,29,31,11,0.62,21,1002,0,0,0,0,0
293,15-06-2015 10:30,257,30,33,6,0.59,21,1003,0,0,0,0,0
294,15-06-2015 11:30,353,32,34,7,0.49,20,1003,0,0,0,0,0
295,15-06-2015 12:30,360,33.5,36.5,7,0.48,21,1002.5,0,0,0,0,0
296,15-06-2015 13:30,385,35,38,6,0.44,21,1002,0,1,0,0,0
297,15-06-2015 14:30,313,36,40,11,0.42,21,1001,0,0,0,0,0
298,15-06-2015 15:30,70,37,41,9,0.39,21,1001,0,0,0,0,0
299,15-06-2015 16:30,311,34,38,11,0.49,22,1000,0,0,0,0,0
300,15-06-2015 17:30,317,34,38,11,0.49,22,1000,0,0,0,0,0
301,15-06-2015 18:30,223,34,38,9,0.49,22,1000,0,0,0,0,0
302,15-06-2015 19:30,247,33.5,38,6.5,0.525,22.5,1000.5,0,0,0,0,0
303,15-06-2015 20:30,130,33,38,7,0.56,23,1001,0,0,0,0,0
304,15-06-2015 21:30,132,32,36,3,0.55,22,1001,0,0,0,0,0
305,15-06-2015 22:30,146,32,36,3,0.55,22,1002,0,0,0,0,0
306,15-06-2015 23:30,252,31.5,35.5,3,0.57,22,1002,0,0,0,0,0
307,16-06-2015 00:30,371,31,35,3,0.62,23,1002,0,1,0,0,0
308,16-06-2015 01:30,336,31,35,3,0.62,23,1002,0,1,0,0,0
309,16-06-2015 02:30,250,30,35,3,0.7,24,1002,0,1,0,0,0
310,16-06-2015 03:30,284,29.25,34.25,3,0.73,24,1002,0,1,0,0,0
311,16-06-2015 04:30,319,29,34,3,0.74,24,1002,0,1,0,0,0
312,16-06-2015 05:30,331,28.5,33.5,3,0.79,24.5,1002.5,0,1,0,0,0
313,16-06-2015 06:30,344,28.875,34.625,3,0.79,24.875,1002.875,0,1,0,0,0
314,16-06-2015 07:30,372,30,36,3,0.75,25,1003,0,0,0,1,0
315,16-06-2015 08:30,366,32.5,37.5,5,0.575,23,1003,0,0,0,1,0
316,16-06-2015 09:30,349,34,38,3,0.49,22,1003,0,0,0,1,0
317,16-06-2015 10:30,328,36,39,9,0.39,20,1003,0,0,0,1,0
318,16-06-2015 11:30,344,36.5,39,10,0.37,19.5,1002.5,0,0,0,1,0
319,16-06-2015 12:30,334,38,39,11,0.29,17,1002,0,1,0,0,0
320,16-06-2015 13:30,337,37,39.5,13,0.36,19.5,1001.5,0,1,0,0,0
321,16-06-2015 14:30,306,38,40,11,0.33,19,1001,0,1,0,0,0
322,16-06-2015 15:30,305,35,39,19,0.47,22,1001,0,1,0,0,0
323,16-06-2015 16:30,315,33,37,19,0.52,22,1000,0,1,0,0,0
324,16-06-2015 17:30,301,33,36,15,0.49,21,1000,0,1,0,0,0
325,16-06-2015 18:30,225,33,37,7,0.52,22,999,0,1,0,0,0
326,16-06-2015 19:30,141,32,36,7,0.55,22,999,0,1,0,0,0
327,16-06-2015 20:30,174,32,35,7,0.52,21,1000,0,1,0,0,0
328,16-06-2015 21:30,180,32,33,6,0.46,19,1001,0,1,0,0,0
329,16-06-2015 22:30,298,30,34,7,0.66,23,1001,0,1,0,0,0
330,16-06-2015 23:30,56,30,33,3,0.59,21,1002,0,1,0,0,0
331,17-06-2015 00:30,211,29,31,3,0.62,21,1001,0,1,0,0,0
332,17-06-2015 01:30,244,29,31,7,0.62,21,1001,0,1,0,0,0
333,17-06-2015 02:30,269,29,31,3,0.62,21,1001,0,1,0,0,0
334,17-06-2015 03:30,177,29,33,6,0.7,23,1001,0,1,0,0,0
335,17-06-2015 04:30,237,27,30,6,0.79,23,1001,0,1,0,0,0
336,17-06-2015 05:30,209,27,30,6,0.84,24,1001,0,1,0,0,0
337,17-06-2015 06:30,211,27.5,30.5,7,0.765,23,1001.5,0,1,0,0,0
338,17-06-2015 07:30,228,29,34,7,0.74,24,1002,0,1,0,0,0
339,17-06-2015 08:30,402,31,35,7,0.62,23,1002,0,1,0,0,0
340,17-06-2015 09:30,500,33,37.5,5,0.54,22.5,1002,0,1,0,0,0
